Kidid,Sex,Treatment,Date,pen,week,bwtkg,Breed,weight,adg,Mentation,bodyposture,resp,bellyfill,fecal,rectal_temp,temp,RespYN,DiaYN,FeverYN,fever2yn,Total_HS,SickYN,sickhsyn,composite,ExYN10,trt0yn10,DIADis,TRT,TRT2
502670,D,Con,6/15/2021,A5,2,2.3,N,5.6,0.114285714,0,1,0,0,1,1,104.2,0,0,1,0,3,0,0,0,0,0,5,CON7,SEV
502670,D,Con,6/30/2021,A5,4,2.3,N,7.4,0.2,0,0,1,0,1,1,103.6,0,0,1,0,3,0,0,0,0,0,5,CON7,SEV
502678,D,Con,7/7/2021,A4,4,2.9,N,8.6,0.485714286,0,0,1,1,1,0,103.2,0,0,0,0,3,0,0,0,0,0,11,CON14,FOUR
502679,D,Trt,6/30/2021,A5,4,3,S,7.4,0.085714286,0,0,1,0,1,1,104.1,0,0,1,0,3,0,0,0,0,0,4,TRT7,SEV
502683,D,Trt,6/15/2021,A5,2,4.4,A,7.2,0.028571429,0,0,1,0,1,1,103.6,0,0,1,0,3,0,0,0,0,0,4,TRT7,SEV
502683,D,Trt,6/23/2021,A5,3,4.4,A,7.8,0.085714286,0,0,1,0,1,1,103.6,0,0,1,0,3,0,0,0,0,0,4,TRT7,SEV
502685,D,Trt,6/1/2021,A5,0,3.1,S,4,0.1,0,0,1,0,1,1,103.1,0,0,1,0,3,0,0,0,0,1,4,TRT7,SEV
502685,D,Trt,6/15/2021,A5,2,3.1,S,5.6,0.028571429,0,0,1,0,1,1,103.7,0,0,1,0,3,0,0,0,0,1,4,TRT7,SEV
502688,D,Con,6/8/2021,A4,0,2.4,S,4,0.177777778,0,1,1,1,0,0,103.2,0,0,0,0,3,0,0,0,0,0,11,CON14,FOUR
502688,D,Con,6/15/2021,A4,1,2.4,S,5.2,0.171428571,0,0,1,1,1,0,103.2,0,0,0,0,3,0,0,0,0,0,11,CON14,FOUR
502689,D,Trt,7/14/2021,A4,5,2.5,A,10.2,0.257142857,0,0,1,0,1,1,103.8,0,0,1,0,3,0,0,0,0,1,11,TRT14,FOUR
502691,D,Trt,7/7/2021,A3,4,2.5,A,7,0.114285714,0,0,1,1,1,0,103.4,0,0,0,0,3,0,0,0,1,1,11,TRT14,FOUR
502691,D,Trt,7/14/2021,A3,5,2.5,A,7,0,0,0,1,0,1,1,104,0,0,1,0,3,0,0,0,1,1,11,TRT14,FOUR
502693,D,Trt,6/8/2021,A4,0,3.4,S,5.2,0.2,0,1,1,0,0,1,103.6,0,0,1,0,3,0,0,0,0,1,11,TRT14,FOUR
502693,D,Trt,7/14/2021,A4,5,3.4,A,9.6,0.057142857,0,0,1,0,1,1,104.1,0,0,1,0,3,0,0,0,0,1,11,TRT14,FOUR
502694,D,Con,7/14/2021,A4,5,3.4,S,10.4,0.114285714,0,0,1,0,1,1,103.7,0,0,1,0,3,0,0,0,0,0,11,CON14,FOUR
502696,D,Con,6/8/2021,A4,0,3.6,A,6.2,0.288888889,1,1,0,0,0,1,103.7,0,0,1,0,3,0,0,0,0,1,11,CON14,FOUR
502698,D,Con,6/23/2021,A4,2,4.4,S,9.2,0.028571429,0,0,1,0,1,1,103.7,0,0,1,0,3,0,0,0,0,0,11,CON14,FOUR
502703,D,Trt,6/30/2021,A3,3,4.3,N,8.2,0.057142857,0,0,1,0,1,1,104.5,0,0,1,0,3,0,0,0,0,1,11,TRT14,FOUR
502705,D,Trt,6/15/2021,A2,1,3.3,S,4.8,0.171428571,0,0,1,0,1,1,104.6,0,0,1,0,3,0,0,0,0,0,10,TRT14,FOUR
502705,D,Trt,6/23/2021,A2,2,3.3,S,5.8,0.142857143,0,0,1,0,1,1,104.5,0,0,1,0,3,0,0,0,0,0,10,TRT14,FOUR
502705,D,Trt,7/21/2021,A2,6,3.3,S,10.2,0.342857143,0,0,1,0,1,1,103.9,0,0,1,0,3,0,0,0,0,0,10,TRT14,FOUR
502708,D,Con,6/15/2021,A3,1,3.7,S,6,0.428571429,0,0,1,0,1,1,103.8,0,0,1,0,3,0,0,0,1,0,10,CON14,FOUR
502708,B,Con,7/14/2021,A3,5,3.7,S,9.8,0.314285714,0,0,1,0,1,1,104.2,0,0,1,0,3,0,0,0,1,0,10,CON14,FOUR
502709,D,Trt,7/21/2021,A3,6,3.1,S,11,0.342857143,0,0,1,0,1,1,103.6,0,0,1,0,3,0,0,0,0,0,10,TRT14,FOUR
502713,D,Trt,6/8/2021,A3,0,2.9,S,3.2,0.033333333,0,2,0,1,0,0,103.3,0,0,0,0,3,0,0,0,1,1,10,TRT14,FOUR
502721,D,Trt,6/8/2021,A3,0,3.2,A,4.4,0.133333333,0,0,1,1,1,0,103.1,0,0,0,0,3,0,0,0,0,1,9,TRT14,FOUR
502723,D,Trt,7/14/2021,A3,5,3.9,A,8.8,-0.085714286,0,0,1,0,1,1,103.7,0,0,1,0,3,0,0,0,0,0,9,TRT14,FOUR
502728,D,Con,6/30/2021,A2,3,3.2,A,6.4,0.114285714,0,0,1,0,1,1,104.6,0,0,1,0,3,0,0,0,0,0,9,CON14,FOUR
502728,D,Con,7/21/2021,A2,6,3.2,A,9.8,0.285714286,0,0,1,0,1,1,104.8,0,0,1,0,3,0,0,0,0,0,9,CON14,FOUR
502733,D,Trt,6/30/2021,A3,3,5.1,A,8.4,0.085714286,0,0,1,0,1,1,103.7,0,0,1,0,3,0,0,0,0,0,8,TRT14,FOUR
502733,D,Trt,7/14/2021,A3,5,5.1,A,10.2,-0.114285714,0,0,1,0,1,1,103.7,0,0,1,0,3,0,0,0,0,0,8,TRT14,FOUR
502734,B,Con,7/14/2021,A3,5,3.4,S,8.4,-0.114285714,0,0,1,0,1,1,104.2,0,0,1,0,3,0,0,0,0,1,7,CON7,SEV
502735,D,Trt,7/14/2021,A2,5,3.4,S,8,0.257142857,0,0,1,0,1,1,103.7,0,0,1,0,3,0,0,0,0,0,7,TRT7,SEV
502736,B,Con,6/30/2021,A3,3,3.7,S,6.6,-0.057142857,0,0,1,0,1,1,103.8,0,0,1,0,3,0,0,0,0,1,7,CON7,SEV
502738,D,Con,6/30/2021,A2,3,3.6,A,9.4,0.314285714,0,0,1,0,1,1,103.7,0,0,1,0,3,0,0,0,0,0,7,CON7,SEV
502741,D,Trt,7/14/2021,A3,5,3.6,S,6.6,0,0,0,1,0,1,1,103.9,0,0,1,0,3,0,0,0,0,1,7,TRT7,SEV
502742,D,Con,7/21/2021,A2,6,3.3,S,8.6,0.114285714,0,0,1,1,1,0,101.8,0,0,0,0,3,0,0,0,1,1,7,CON7,SEV
502744,D,Con,6/30/2021,A2,3,4.7,S,9.6,0.285714286,0,0,1,0,1,1,104.1,0,0,1,0,3,0,0,0,0,0,7,CON7,SEV
502744,D,Con,7/21/2021,A2,6,4.7,S,14.4,0.371428571,0,0,1,0,1,1,104.6,0,0,1,0,3,0,0,0,0,0,7,CON7,SEV
502745,D,Trt,7/14/2021,A2,5,3.4,S,9,0.257142857,0,0,1,0,1,1,103.6,0,0,1,0,3,0,0,0,0,0,7,TRT7,SEV
502745,D,Trt,7/21/2021,A2,6,3.4,S,10.2,0.171428571,0,0,1,0,1,1,105,0,0,1,0,3,0,0,0,0,0,7,TRT7,SEV
502747,D,Trt,6/30/2021,A2,3,3,N,7.2,0.228571429,0,0,1,0,1,1,104.2,0,0,1,0,3,0,0,0,0,0,7,TRT7,SEV
502751,D,Trt,6/8/2021,A2,0,3.9,S,3.4,-0.055555556,0,0,1,1,1,0,102.7,0,0,0,0,3,0,0,0,0,0,6,TRT7,SEV
502754,D,Con,7/14/2021,A2,5,4.7,S,11,0.342857143,0,0,1,0,1,1,104.3,0,0,1,0,3,0,0,0,0,0,6,CON7,SEV
502754,D,Con,7/21/2021,A2,6,4.7,S,12.8,0.257142857,0,0,1,0,1,1,103.8,0,0,1,0,3,0,0,0,0,0,6,CON7,SEV
502756,D,Con,6/15/2021,A2,1,4.5,S,5.2,0.085714286,0,0,1,0,1,1,104.3,0,0,1,0,3,0,0,0,0,0,6,CON7,SEV
502756,D,Con,7/14/2021,A2,5,4.5,S,11.6,0.314285714,0,0,1,0,1,1,104.3,0,0,1,0,3,0,0,0,0,0,6,CON7,SEV
502759,D,Trt,6/15/2021,A2,1,4.3,S,5.6,0.085714286,0,0,1,0,1,1,103.9,0,0,1,0,3,0,0,0,0,0,6,TRT7,SEV
502764,D,Con,6/30/2021,A2,3,2.4,A,6,0.228571429,0,0,1,0,1,1,103.8,0,0,1,0,3,0,0,0,0,0,5,CON7,SEV
502765,D,Trt,6/15/2021,A2,1,2.5,A,2.8,0,0,1,1,0,1,0,102.1,0,0,0,0,3,0,0,0,0,0,5,TRT7,SEV
502767,D,Trt,7/21/2021,A2,6,3.9,S,8.2,0.057142857,0,0,1,0,1,1,104.5,0,0,1,0,3,0,0,0,0,0,5,TRT7,SEV
502769,D,Trt,6/8/2021,A2,0,4.5,S,5,0.055555556,0,0,1,0,1,1,104.2,0,0,1,0,3,0,0,0,0,0,5,TRT7,SEV
502770,D,Con,7/21/2021,A2,6,3.6,S,10.6,0.085714286,0,0,1,0,1,1,103.8,0,0,1,0,3,0,0,0,0,0,5,CON7,SEV
502774,D,Con,7/14/2021,A1,4,3.2,S,9.2,0.085714286,0,0,1,0,1,1,103.6,0,0,1,0,3,0,0,0,0,1,10,CON14,FOUR
502775,D,Trt,6/23/2021,A2,2,4,S,6.2,0.228571429,0,0,1,0,1,1,103.6,0,0,1,0,3,0,0,0,0,0,4,TRT7,SEV
502775,D,Trt,6/30/2021,A2,3,4,S,8.2,0.285714286,0,0,1,0,1,1,103.7,0,0,1,0,3,0,0,0,0,0,4,TRT7,SEV
502777,D,Trt,7/14/2021,A1,4,3.6,S,9,0.057142857,0,0,1,0,1,1,103.6,0,0,1,0,3,0,0,0,0,1,9,TRT14,FOUR
502778,D,Con,7/14/2021,A1,4,2.9,S,7,0.057142857,0,0,1,0,1,1,103.8,0,0,1,0,3,0,0,0,0,1,9,CON14,FOUR
502779,D,Trt,6/30/2021,A1,2,3.1,S,5.8,0.142857143,0,1,1,0,1,0,103.5,0,0,0,0,3,0,0,0,0,0,9,TRT14,FOUR
502779,D,Trt,7/14/2021,A1,4,3.1,S,6.8,-0.028571429,0,0,1,0,1,1,103.1,0,0,1,0,3,0,0,0,0,0,9,TRT14,FOUR
502780,D,Con,6/15/2021,A1,0,2.9,S,4.6,0.188888889,0,0,1,0,1,1,104,0,0,1,0,3,0,0,0,0,0,8,CON14,FOUR
502780,D,Con,7/7/2021,A1,3,2.9,S,7,0.2,0,0,1,1,1,0,102.9,0,0,0,0,3,0,0,0,0,0,8,CON14,FOUR
502785,D,Trt,7/14/2021,A1,4,3.3,S,9.6,0.171428571,0,0,1,0,1,1,104.2,0,0,1,0,3,0,0,0,0,1,8,TRT14,FOUR
502786,D,Con,6/30/2021,A1,2,3,S,5.8,0.114285714,0,0,1,0,1,1,104,0,0,1,0,3,0,0,0,0,1,7,CON7,SEV
502791,D,Trt,7/7/2021,A1,3,4,N,9.2,0.371428571,0,0,1,1,1,1,103.7,0,0,1,0,3,0,0,0,0,0,7,TRT7,SEV
502792,D,Con,6/15/2021,A1,0,3,S,4.2,0.133333333,0,2,1,0,0,0,103.1,0,0,0,0,3,0,0,0,1,0,7,CON7,SEV
502792,D,Con,7/14/2021,A1,4,3,S,7.4,-0.057142857,0,0,1,1,1,0,103.2,0,0,0,0,3,0,0,0,1,0,7,CON7,SEV
502792,D,Con,7/28/2021,A1,6,3,S,8.2,0.114285714,0,0,1,1,1,0,102.9,0,0,0,0,3,0,0,0,1,0,7,CON7,SEV
502793,D,Trt,6/23/2021,A1,1,2.5,N,4.8,0.2,0,0,1,0,1,1,104.7,0,0,1,0,3,0,0,0,0,0,7,TRT7,SEV
502794,D,Con,7/21/2021,B,4,3.8,S,11.2,-0.028571429,0,0,1,0,1,1,103.6,0,0,1,0,3,0,0,0,0,1,15,CON14,FOUR
502798,D,Con,7/28/2021,A1,6,3,S,10.2,0.142857143,0,0,1,0,1,1,103.7,0,0,1,0,3,0,0,0,0,0,6,CON7,SEV
502799,D,Trt,7/28/2021,A1,6,4.3,S,10.6,0.2,0,0,1,0,1,1,103.6,0,0,1,0,3,0,0,0,0,0,6,TRT7,SEV
502801,D,Trt,6/29/2021,B1,1,3.5,S,5.4,0.2,0,0,1,1,1,0,102.6,0,0,0,0,3,0,0,0,0,0,14,TRT14,FOUR
502805,D,Trt,6/15/2021,A1,0,3.7,N,4.8,0.122222222,0,1,1,0,0,1,104.3,0,0,1,0,3,0,0,0,0,0,6,TRT7,SEV
502805,D,Trt,7/28/2021,A1,6,3.7,N,11.2,-0.057142857,0,0,1,0,1,1,103.6,0,0,1,0,3,0,0,0,1,0,6,TRT7,SEV
502809,D,Trt,7/14/2021,A1,4,4.1,S,8,-0.314285714,0,0,1,0,1,1,104,0,0,1,0,3,0,0,0,0,1,6,TRT7,SEV
502809,D,Trt,7/21/2021,A1,5,4.1,S,9,0.142857143,0,0,1,0,1,1,104.9,0,0,1,0,3,0,0,0,0,1,6,TRT7,SEV
502809,D,Trt,7/28/2021,A1,6,4.1,S,10.4,0.2,0,0,1,0,1,1,104.4,0,0,1,0,3,0,0,0,0,1,6,TRT7,SEV
502817,D,Trt,7/14/2021,A1,4,3.3,T,10.2,0.142857143,0,0,1,0,1,1,104.7,0,0,1,0,3,0,0,0,0,0,5,TRT7,SEV
502820,D,Con,7/28/2021,B,5,3.1,A,8.8,0.285714286,0,0,1,1,1,0,103.2,0,0,0,0,3,0,0,0,0,1,13,CON14,FOUR
502823,D,Trt,8/3/2021,B,6,3.7,S,12.2,-0.171428571,0,0,1,0,1,1,103.9,0,0,1,0,3,0,0,0,0,0,13,TRT14,FOUR
502825,D,Trt,7/14/2021,B,3,4.5,A,9.6,0.371428571,0,0,1,0,1,1,103.8,0,0,1,0,3,0,0,0,0,0,12,TRT14,FOUR
502830,D,Con,7/21/2021,B,4,3,S,8,-0.171428571,0,0,1,0,1,1,104.6,0,0,1,0,3,0,0,0,0,1,11,CON14,FOUR
502830,D,Con,8/3/2021,B,6,3,S,11.8,-0.028571429,0,0,1,0,1,1,104.7,0,0,1,0,3,0,0,0,0,1,11,CON14,FOUR
502831,D,Trt,7/7/2021,B,2,2.9,A,4.8,0,0,0,1,1,0,1,103.6,0,0,1,0,3,0,0,0,0,1,11,TRT14,FOUR
502831,D,Trt,7/21/2021,B,4,2.9,A,7,0.028571429,0,0,1,1,0,1,104.9,0,0,1,0,3,0,0,0,0,1,11,TRT14,FOUR
502835,D,Trt,7/7/2021,B,2,3,T,5.2,0.142857143,0,1,1,0,0,1,100.3,0,0,1,0,3,0,0,0,1,0,11,TRT14,FOUR
502835,D,Trt,7/14/2021,B,3,3,T,6.8,0.228571429,0,0,1,0,1,1,103.8,0,0,1,0,3,0,0,0,1,0,11,TRT14,FOUR
502843,D,Trt,7/21/2021,B,4,2.8,A,8.2,0,0,0,1,0,1,1,104.5,0,0,1,0,3,0,0,0,0,0,10,TRT14,FOUR
502845,D,Trt,6/22/2021,B1,0,3.2,A,3.8,0.066666667,0,0,1,1,1,0,103.3,0,0,0,0,3,0,0,0,0,0,10,TRT14,FOUR
502845,D,Trt,7/14/2021,B1,3,3.2,A,6,0.028571429,0,0,1,0,1,1,104.8,0,0,1,0,3,0,0,0,0,0,10,TRT14,FOUR
502846,D,Con,7/7/2021,B,2,4,N,6.2,0.028571429,0,0,1,1,1,0,103.2,0,0,0,0,3,0,0,0,0,0,10,CON14,FOUR
502846,D,Con,7/21/2021,B,4,4,N,8.2,-0.057142857,0,0,1,1,1,0,102.9,0,0,0,0,3,0,0,0,0,0,10,CON14,FOUR
502846,D,Con,7/28/2021,B,5,4,N,10.8,0.371428571,0,0,1,1,1,0,102.1,0,0,0,0,3,0,0,0,0,0,10,CON14,FOUR
502846,D,Con,8/3/2021,B,6,4,N,11.6,0.114285714,0,0,1,1,1,0,103.1,0,0,0,0,3,0,0,0,0,0,10,CON14,FOUR
502852,D,Con,6/29/2021,B,1,3.5,N,6.4,0.2,0,0,1,0,1,1,103.6,0,0,1,0,3,0,0,0,0,0,10,CON14,FOUR
502853,D,Trt,8/3/2021,B,6,4.3,A,15.6,0.085714286,0,0,1,0,1,1,103.9,0,0,1,0,3,0,0,0,0,0,10,TRT14,FOUR
502854,D,Con,7/7/2021,B,2,3.5,N,4.2,-0.085714286,0,0,1,1,1,0,103,0,0,0,0,3,0,0,0,0,1,10,CON14,FOUR
502855,D,Trt,7/14/2021,B1,3,3.5,N,7.4,0.285714286,0,0,1,0,1,1,104,0,0,1,0,3,0,0,0,0,0,10,TRT14,FOUR
502858,D,Con,7/14/2021,B1,3,2.4,S,7.4,0.514285714,0,0,1,0,1,1,103.8,0,0,1,0,3,0,0,0,0,1,10,CON14,FOUR
502858,D,Con,7/21/2021,B1,4,2.4,S,7,-0.057142857,0,0,1,0,1,1,103.9,0,0,1,0,3,0,0,0,0,1,10,CON14,FOUR
502859,D,Trt,6/22/2021,B1,0,3,S,4.6,0.177777778,0,0,1,0,1,1,103.8,0,0,1,0,3,0,0,0,0,1,10,TRT14,FOUR
502860,D,Con,6/22/2021,B1,0,3.2,N,3.6,0.044444444,0,0,1,1,0,1,104,0,0,1,0,3,0,0,0,0,0,10,CON14,FOUR
502861,D,Trt,7/7/2021,B1,2,3,S,4.2,-0.057142857,0,0,1,1,0,1,103.9,0,0,1,0,3,0,0,0,0,1,10,TRT14,FOUR
502862,D,Con,8/3/2021,B,6,3.5,S,10,0.028571429,0,0,1,0,1,1,103.8,0,0,1,0,3,0,0,0,0,1,9,CON14,FOUR
502863,D,Trt,7/7/2021,B1,2,3.8,A,6.2,0.028571429,0,0,1,0,1,1,103.9,0,0,1,0,3,0,0,0,0,0,9,TRT14,FOUR
502865,D,Trt,6/29/2021,B1,1,3.4,S,5.4,0.085714286,0,0,1,0,1,1,104.5,0,0,1,0,3,0,0,0,0,0,9,TRT14,FOUR
502865,D,Trt,7/21/2021,B1,4,3.4,S,8.8,0.228571429,0,0,1,1,1,0,103.4,0,0,0,0,3,0,0,0,0,0,9,TRT14,FOUR
502870,D,Con,7/21/2021,B1,4,3.5,S,7,0.085714286,0,0,1,1,1,0,103.1,0,0,0,0,3,0,0,0,0,0,9,CON14,FOUR
502874,D,Con,7/28/2021,B1,5,3.7,A,10.4,0.142857143,0,0,1,0,1,1,103.8,0,0,1,0,3,0,0,0,0,0,9,CON14,FOUR
502875,D,Trt,7/14/2021,B1,3,4.6,A,7,0.257142857,0,0,1,0,1,1,103.6,0,0,1,0,3,0,0,0,0,1,9,TRT14,FOUR
502878,D,Con,8/3/2021,B1,6,3.3,A,11.2,-0.085714286,0,0,1,0,1,1,104.2,0,0,1,0,3,0,0,0,1,0,8,CON14,FOUR
502879,D,Trt,6/29/2021,B1,1,3.2,A,4.8,0.085714286,0,0,1,0,1,1,103.6,0,0,1,0,3,0,0,0,0,0,8,TRT14,FOUR
502884,D,Con,7/6/2021,B3,1,4.1,N,6.6,-0.057142857,0,0,1,0,1,1,103.6,0,0,1,0,3,0,0,0,0,1,15,CON14,FOUR
502884,D,Con,7/13/2021,B3,2,4.1,N,9.2,0.371428571,0,0,1,0,1,1,104.5,0,0,1,0,3,0,0,0,0,1,15,CON14,FOUR
502885,D,Trt,6/29/2021,B1,1,3.7,S,5,0,0,1,0,0,1,1,103.7,0,0,1,0,3,0,0,0,0,1,8,TRT14,FOUR
502885,D,Trt,7/14/2021,B1,3,3.7,S,8,0.485714286,0,0,1,0,1,1,103.7,0,0,1,0,3,0,0,0,0,1,8,TRT14,FOUR
502886,D,Con,8/3/2021,B1,6,4.1,S,9.2,-0.228571429,0,0,1,0,1,1,104.7,0,0,1,0,3,0,0,0,0,0,8,CON14,FOUR
502887,D,Trt,7/14/2021,B1,3,3.5,N,7.6,0.314285714,0,0,1,0,1,1,103.6,0,0,1,0,3,0,0,0,0,0,8,TRT14,FOUR
502887,D,Trt,7/21/2021,B1,4,3.5,N,9.2,0.228571429,0,0,1,0,1,1,103.9,0,0,1,0,3,0,0,0,0,0,8,TRT14,FOUR
502888,D,Con,7/21/2021,B1,4,2.7,A,7.2,0.142857143,0,0,1,0,1,1,103.7,0,0,1,0,3,0,0,0,0,0,8,CON14,FOUR
502889,D,Trt,7/7/2021,B1,2,3,S,5.6,0.028571429,0,0,1,1,1,0,103.4,0,0,0,0,3,0,0,0,0,0,8,TRT14,FOUR
502889,D,Trt,7/28/2021,B1,5,3,S,9,0.028571429,0,0,1,1,1,0,103.4,0,0,0,0,3,0,0,0,0,0,8,TRT14,FOUR
502890,D,Con,6/22/2021,B1,0,3.9,S,4.8,0.1,1,1,1,0,0,0,103.3,0,0,0,0,3,0,0,0,0,0,8,CON14,FOUR
502895,D,Trt,7/14/2021,B2,3,3.5,A,6.8,0.228571429,0,0,1,0,1,1,103.8,0,0,1,0,3,0,0,0,0,0,7,TRT7,SEV
502896,D,Con,7/14/2021,B2,3,3.4,S,4.6,-0.028571429,0,0,1,0,1,1,103.6,0,0,1,0,3,0,0,0,0,0,7,CON7,SEV
502899,D,Trt,6/29/2021,B1,1,3.6,S,5.2,0.2,0,1,0,0,1,1,104.6,0,0,1,0,3,0,0,0,0,1,7,TRT7,SEV
502899,D,Trt,7/21/2021,B1,4,3.6,S,8.2,0.085714286,0,0,1,0,1,1,103.7,0,0,1,0,3,0,0,0,0,1,7,TRT7,SEV
502900,D,Con,7/7/2021,B2,2,3.3,S,4.4,0.085714286,0,0,1,0,1,1,103.8,0,0,1,0,3,0,0,0,0,0,7,CON7,SEV
502901,D,Trt,7/14/2021,B2,3,3.6,S,5.6,0.142857143,0,0,1,0,1,1,104.7,0,0,1,0,3,0,0,0,1,0,7,TRT7,SEV
502901,D,Trt,7/20/2021,B2,4,3.6,S,7,0.2,0,0,1,0,1,1,104.9,0,0,1,0,3,0,0,0,1,0,7,TRT7,SEV
502902,D,Con,7/14/2021,B2,3,3.2,A,7,0.2,0,0,1,0,1,1,103.8,0,0,1,0,3,0,0,0,0,0,7,CON7,SEV
502902,D,Con,7/27/2021,B2,5,3.2,A,11.6,0.457142857,0,0,1,0,1,1,104.9,0,0,1,0,3,0,0,0,0,0,7,CON7,SEV
502906,D,Con,7/6/2021,B3,1,3.5,S,5,-0.171428571,0,0,1,0,1,1,103.9,0,0,1,0,3,0,0,0,0,0,14,CON14,FOUR
502906,D,Con,7/13/2021,B3,2,3.5,S,7.2,0.314285714,0,0,1,0,1,1,104.1,0,0,1,0,3,0,0,0,0,0,14,CON14,FOUR
502906,D,Con,7/20/2021,B3,3,3.5,S,7.8,0.085714286,0,0,1,0,1,1,104.9,0,0,1,0,3,0,0,0,0,0,14,CON14,FOUR
502906,D,Con,7/27/2021,B3,4,3.5,S,12.8,0.714285714,0,0,1,0,1,1,104.7,0,0,1,0,3,0,0,0,0,0,14,CON14,FOUR
502908,D,Con,7/13/2021,B6,1,2.3,N,6.4,0.228571429,0,0,0,1,1,1,104.7,0,0,1,0,3,0,0,0,1,1,21,CON14,FOUR
502909,D,Trt,6/22/2021,B2,0,3.8,S,3,-0.088888889,0,0,1,1,1,0,103,0,0,0,0,3,0,0,0,0,0,6,TRT7,SEV
502909,D,Trt,6/29/2021,B2,1,3.8,S,4.8,0.257142857,0,0,1,1,0,1,104.2,0,0,1,0,3,0,0,0,0,0,6,TRT7,SEV
502911,D,Trt,7/7/2021,B2,2,3.2,S,3.6,-0.057142857,0,0,0,1,1,1,103.6,0,0,1,0,3,0,0,0,0,0,6,TRT7,SEV
502912,D,Con,6/29/2021,B2,1,3,S,3.4,0.085714286,0,0,1,1,0,1,103.6,0,0,1,0,3,0,0,0,0,0,6,CON7,SEV
502912,D,Con,7/7/2021,B2,2,3,S,3.6,0.028571429,0,0,1,1,1,0,103.4,0,0,0,0,3,0,0,0,0,0,6,CON7,SEV
502912,D,Con,7/14/2021,B2,3,3,S,4,0.057142857,0,0,0,1,1,1,103.6,0,0,1,0,3,0,0,0,0,0,6,CON7,SEV
502914,D,Con,7/14/2021,B2,3,3.7,N,5.6,0.171428571,0,0,1,0,1,1,104.2,0,0,1,0,3,0,0,0,0,0,6,CON7,SEV
502914,D,Con,7/27/2021,B2,5,3.7,N,11.6,0.571428571,0,0,1,0,1,1,103.7,0,0,1,0,3,0,0,0,0,0,6,CON7,SEV
502918,D,Con,7/20/2021,B2,4,4,S,8.6,0.257142857,0,0,1,0,1,1,104.2,0,0,1,0,3,0,0,0,0,1,6,CON7,SEV
502918,D,Con,7/27/2021,B2,5,4,S,11.6,0.428571429,0,0,1,0,1,1,104.8,0,0,1,0,3,0,0,0,0,1,6,CON7,SEV
502923,D,Trt,7/14/2021,B2,3,3,A,6,0.114285714,0,0,1,0,1,1,104.8,0,0,1,0,3,0,0,0,0,0,6,TRT7,SEV
502925,D,Trt,6/29/2021,B2,1,3,S,4.4,0.2,0,0,0,1,1,1,104,0,0,1,0,3,0,0,0,0,0,6,TRT7,SEV
502926,D,Con,7/20/2021,B2,4,2.8,S,5,0.114285714,0,0,1,0,1,1,104.2,0,0,1,0,3,0,0,0,0,0,6,CON7,SEV
502927,D,Trt,8/3/2021,B2,6,3.6,S,8.2,0.057142857,0,0,0,1,1,1,103.8,0,0,1,0,3,0,0,0,0,0,5,TRT7,SEV
502929,D,Trt,7/13/2021,B3,2,3.5,S,5.8,0.171428571,0,0,1,0,1,1,104.6,0,0,1,0,3,0,0,0,0,1,12,TRT14,FOUR
502929,D,Trt,7/20/2021,B3,3,3.5,S,5,-0.114285714,0,0,1,0,1,1,104.3,0,0,1,0,3,0,0,0,0,1,12,TRT14,FOUR
502931,D,Trt,6/22/2021,B2,0,3.3,S,3,-0.033333333,0,0,1,1,0,1,103.7,0,0,1,0,3,0,0,0,0,0,5,TRT7,SEV
502932,D,Con,7/27/2021,B2,5,3.1,S,9.2,0.428571429,0,0,1,0,1,1,103.6,0,0,1,0,3,0,0,0,1,1,5,CON7,SEV
502933,D,Trt,8/10/2021,B3,6,3,N,10.8,0.257142857,0,0,1,0,1,1,104.8,0,0,1,0,3,0,0,0,0,0,12,TRT14,FOUR
502934,D,Con,6/22/2021,B2,0,3.7,S,2.8,-0.1,0,0,1,1,1,0,103.1,0,0,0,0,3,0,0,0,0,0,5,CON7,SEV
502934,D,Con,8/3/2021,B2,6,3.7,S,9.4,0,0,0,1,0,1,1,104.4,0,0,1,0,3,0,0,0,0,0,5,CON7,SEV
502935,D,Trt,7/7/2021,B2,2,3.2,S,4.4,0.028571429,0,0,0,1,1,1,104.1,0,0,1,0,3,0,0,0,0,0,5,TRT7,SEV
502935,D,Trt,7/20/2021,B2,4,3.2,S,5.4,0.228571429,0,1,1,0,0,1,103.8,0,0,1,0,3,0,0,0,0,0,5,TRT7,SEV
502935,D,Trt,7/27/2021,B2,5,3.2,S,7.4,0.285714286,0,0,1,1,0,1,104.5,0,0,1,0,3,0,0,0,0,0,5,TRT7,SEV
502936,D,Con,6/22/2021,B2,0,3.2,S,3,-0.022222222,0,1,1,0,1,0,102.7,0,0,0,0,3,0,0,0,0,0,5,CON7,SEV
502937,D,Trt,7/13/2021,B3,2,3.1,S,7.2,0.228571429,0,0,1,0,1,1,103.7,0,0,1,0,3,0,0,0,0,0,12,TRT14,FOUR
502937,D,Trt,7/20/2021,B3,3,3.1,S,5.2,-0.285714286,0,0,1,0,1,1,104.5,0,0,1,0,3,0,0,0,0,0,12,TRT14,FOUR
502938,D,Con,6/22/2021,B2,0,3,S,2.8,-0.022222222,0,0,1,1,1,0,103.1,0,0,0,0,3,0,0,0,0,0,5,CON7,SEV
502938,D,Con,7/20/2021,B2,4,3,S,5.8,0.228571429,0,0,1,0,1,1,103.7,0,0,1,0,3,0,0,0,0,0,5,CON7,SEV
