obs,Kidid,bwtkg,Sex,BDAT,Treatment,Date,DIAenroll,DisDay,DIADis,TRT,TRT2,Deadvsdis,Died2wyn,pen,week,Breed,Mentation,bodyposture,resp,bellyfill,fecal,rectal_temp,temp,Total_HS,ExYN10,Exreason,Dead_YN10,Dead_3wYN10,dieage,DFDDie,dieddat,diereason,trt0yn10,Trt0Event,Trt0diar,Trt0pneu,Trt0Age,Trt0dat,Trt0rem,trt1yn10,Trt1Event,Trt1diar,Trt1pneu,Trt1Age,DFDT1,trt1yn10threewk,DFDT1threewk,Trt1dat,Trt1rem,Trt2Event,Trt2Age,Trt2dat,Trt2rem,Trt3Event,Trt3Age,Trt3dat,Trt3rem,Ttr4Even,Trt4Age,Trt4dat,Trt4rem,weight,6wkwt,6wkdat,time,adg
193,502762,3.2,D,6/3/2021,Con,6/8/2021,5,6/9/2021,6,CON7,SEV,,,A2,0,S,0,0,2,0,0,1,104.2,3,1,RESP,0,0,,50,,,0,,0,0,,,,1,BBDIAR,1,0,10,4,1,4,6/13/2021,SULFA,BBPNEU,21,6/24/2021,ZUPREVO,BBPNEU,39,7/12/2021,NUFL BAN,,,,,3.4,8.8,7/21/2021,43,0.125581395
289,502860,3.2,D,6/13/2021,Con,6/22/2021,9,6/23/2021,10,CON14,FOUR,,,B1,0,N,0,0,1,1,0,1,104,3,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,14,4,1,4,6/27/2021,ZUPREVO,BBDIAR,16,6/29/2021,SULFA,,,,,,,,,3.6,9,8/3/2021,42,0.128571429
456,503041,3.2,D,6/22/2021,Trt,6/29/2021,7,6/30/2021,8,TRT14,FOUR,,,B5,0,S,0,0,1,0,1,0,102.8,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,12,4,1,4,7/4/2021,ZUPREVO,BBPNEU,31,7/23/2021,NUFL BAN,,,,,,,,,4.2,,8/10/2021,42,
438,503033,3.2,D,6/22/2021,Trt,6/29/2021,7,6/30/2021,8,TRT14,FOUR,,,B4,0,S,0,0,0,0,1,1,104.7,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,12,4,1,4,7/4/2021,ZUPREVO,,,,,,,,,,,,,3.2,10,8/10/2021,42,0.161904762
184,502753,3.2,D,6/3/2021,Trt,6/8/2021,5,6/9/2021,6,TRT7,SEV,,,A2,0,N,0,0,1,0,0,0,103.1,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,10,4,1,4,6/13/2021,ZUPREVO,,,,,,,,,,,,,3.8,9,7/21/2021,43,0.120930233
452,503032,3.2,D,6/22/2021,Con,6/29/2021,7,6/30/2021,8,CON14,FOUR,,,B5,0,S,0,0,1,0,0,0,102.8,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,12,4,1,4,7/4/2021,ZUPREVO,BBDIAR,18,7/10/2021,SULFA,,,,,,,,,5,8.6,8/10/2021,42,0.085714286
60,502601,3.2,D,5/27/2021,Trt,6/1/2021,5,6/2/2021,6,TRT7,SEV,,,A6,0,A,0,0,0,0,0,0,103.1,0,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,10,4,1,4,6/6/2021,ZUPREVO,BBPNEU,25,6/21/2021,NUFL BAN,BBDIAR,26,6/22/2021,SULFA,,,,,3.2,8.2,7/14/2021,43,0.11627907
87,502631,3.4,D,5/28/2021,Trt,6/1/2021,4,6/2/2021,5,TRT7,SEV,,,A5,0,A,0,0,1,0,1,1,103.6,3,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,9,4,1,4,6/6/2021,ZUPREVO,,,,,,,,,,,,,4.8,11.2,7/14/2021,43,0.148837209
32,502550,3.4,D,5/25/2021,Con,6/1/2021,7,6/2/2021,8,CON14,FOUR,,,A6,0,S,0,0,1,0,0,0,103.1,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,12,4,1,4,6/6/2021,ZUPREVO,BBDIAR,34,6/28/2021,SULFA,,,,,,,,,3.2,14.4,7/14/2021,43,0.260465116
175,502743,3.4,D,6/2/2021,Trt,6/8/2021,6,6/9/2021,7,TRT7,SEV,,,A2,0,T,0,0,1,0,0,0,103.5,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,11,4,1,4,6/13/2021,ZUPREVO,BBDIAR,14,6/16/2021,SULFA,BBPNEU,33,7/5/2021,NUFL BAN,,,,,4.2,12,7/21/2021,43,0.181395349
27,502536,3.5,D,5/25/2021,Con,6/1/2021,7,6/2/2021,8,CON14,FOUR,,,A6,0,S,0,0,1,0,1,1,104.7,3,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,12,4,1,4,6/6/2021,ZUPREVO,BBDIAR,13,6/7/2021,SULFA,,,,,,,,,3.6,8.6,7/14/2021,43,0.11627907
552,503149,3.5,D,7/2/2021,Trt,7/6/2021,4,7/7/2021,5,TRT7,SEV,,,B7,0,N,0,0,1,1,0,1,104.5,3,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU/BBDIAR,1,1,9,4,1,4,7/11/2021,ZUPREVO/SULFA,,,,,,,,,,,,,4.6,10.4,8/17/2021,42,0.138095238
252,502822,3.5,D,6/10/2021,Con,6/22/2021,12,6/23/2021,13,CON14,FOUR,,,B,0,S,0,0,1,0,1,0,102.9,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,17,4,1,4,6/27/2021,ZUPREVO,BBDIAR,20,6/30/2021,SULFA,BBPNEU,32,7/12/2021,NUFL BAN,,,,,5,11.6,8/3/2021,42,0.157142857
560,503166,3.5,D,7/3/2021,Con,7/6/2021,3,7/7/2021,4,CON7,SEV,,,B7,0,A,0,0,1,0,0,1,104.5,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,8,4,1,4,7/11/2021,ZUPREVO,BBDIAR,11,7/14/2021,SULFA,,,,,,,,,4,9.2,8/17/2021,42,0.123809524
82,502626,3.5,D,5/28/2021,Con,6/8/2021,11,6/9/2021,12,CON14,FOUR,,,A4,0,A,0,0,1,0,0,0,102.7,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,16,4,1,4,6/13/2021,ZUPREVO,BBPNEU,44,7/11/2021,NUFL BAN,BBDIAR,55,7/22/2021,SULFA T,,,,,4.6,4.4,7/21/2021,43,-0.004651163
226,502795,3.5,D,6/8/2021,Trt,6/15/2021,7,6/15/2021,7,TRT7,SEV,,,A1,0,A,0,0,1,0,0,0,102.9,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,11,4,1,4,6/19/2021,ZUPREVO,BBPNEU,33,7/11/2021,NUFL BAN,BBDIAR,42,7/20/2021,SULFA MED,,,,,4.4,9.2,7/28/2021,43,0.111627907
18,502489,3.6,D,5/23/2021,Trt,6/1/2021,9,6/2/2021,10,TRT14,FOUR,,,A6,0,N,0,0,1,0,0,1,103.8,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,14,4,1,4,6/6/2021,ZUPREVO,BBDIAR,30,6/22/2021,SULFA,,,,,,,,,4.4,13,7/14/2021,43,0.2
391,502984,3.6,D,6/20/2021,Con,6/29/2021,9,6/30/2021,10,CON14,FOUR,,,B3,0,S,0,1,0,0,0,1,103.6,2,0,,0,0,,50,,,0,,0,0,,,,1,BBDIAR,1,0,14,4,1,4,7/4/2021,SULFA,BBPNEU,20,7/10/2021,ZUPREVO,,,,,,,,,5.8,11.8,8/10/2021,42,0.142857143
94,502638,3.8,D,5/28/2021,Con,6/1/2021,4,6/2/2021,5,CON7,SEV,,,A5,0,N,0,0,1,0,0,1,103.6,2,1,UNK,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,9,4,1,4,6/6/2021,ZUPREVO,BBPNEU/BBDIAR,27,6/24/2021,NUFL BAN/SULFA,,,,,,,,,4,,7/14/2021,43,
292,502863,3.8,D,6/14/2021,Trt,6/22/2021,8,6/23/2021,9,TRT14,FOUR,,,B1,0,A,0,0,0,0,0,0,102.8,0,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,13,4,1,4,6/27/2021,ZUPREVO,BBPNEU,26,7/10/2021,NUFL BAN,,,,,,,,,5.4,12.6,8/3/2021,42,0.171428571
501,503088,3.9,D,6/25/2021,Con,7/6/2021,11,7/7/2021,12,CON14,FOUR,,,B6,0,S,0,0,1,0,0,1,104,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,16,4,1,4,7/11/2021,ZUPREVO,BBPNEU,32,7/27/2021,NUFL BAN,,,,,,,,,5,13.6,8/17/2021,42,0.204761905
113,502680,4,D,5/29/2021,Con,6/1/2021,3,6/2/2021,4,CON7,SEV,,,A5,0,A,0,0,1,0,1,0,102.9,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,8,4,1,4,6/6/2021,ZUPREVO,BBDIAR,15,6/13/2021,SULFA,BBPNEU,36,7/4/2021,NUFL BAN,,,,,4.4,10.8,7/14/2021,43,0.148837209
222,502791,4,D,6/8/2021,Trt,6/15/2021,7,6/15/2021,7,TRT7,SEV,,,A1,0,N,0,0,1,0,0,0,103.7,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,11,4,1,4,6/19/2021,ZUPREVO,BBPNEU,31,7/9/2021,NUFL BAN,,,,,,,,,5.8,12.4,7/28/2021,43,0.153488372
157,502725,4.2,D,5/31/2021,Trt,6/8/2021,8,6/9/2021,9,TRT14,FOUR,,,A3,0,A,0,0,1,0,0,0,103.1,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU/BBDIAR,1,1,13,4,1,4,6/13/2021,ZUPREVO/SULFA,,,,,,,,,,,,,4.8,13.4,7/21/2021,43,0.2
555,503152,4.2,D,7/2/2021,Con,7/6/2021,4,7/7/2021,5,CON7,SEV,,,B7,0,A,0,0,0,0,1,0,103.5,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,9,4,1,4,7/11/2021,ZUPREVO,BBDIAR,13,7/15/2021,SULFA,,,,,,,,,3.8,7.4,8/17/2021,42,0.085714286
437,503031,4.3,D,6/22/2021,Trt,6/29/2021,7,6/30/2021,8,TRT14,FOUR,,,B4,0,A,0,0,1,0,1,1,103.8,3,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,12,4,1,4,7/4/2021,ZUPREVO,BBDIAR,16,7/8/2021,SULFA,BBPNEU,28,7/20/2021,NUFL BAN,,,,,3.4,11.2,8/10/2021,42,0.185714286
255,502825,4.5,D,6/11/2021,Trt,6/22/2021,11,6/23/2021,12,TRT14,FOUR,,,B,0,A,0,0,0,0,0,0,103.5,0,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,16,4,1,4,6/27/2021,ZUPREVO,,,,,,,,,,,,,6.8,13.6,8/3/2021,42,0.161904762
158,502726,3.2,D,5/31/2021,Con,6/8/2021,8,6/9/2021,9,CON14,FOUR,23,0,A3,0,A,0,0,1,0,0,1,103.7,2,0,,1,0,32,23,7/2/2021,E.PNEUN/DIARR   ,1,BBPNEU,0,1,9,6/9/2021,ZUPREVO,1,BBDIAR,1,0,14,5,1,5,6/14/2021,SULFA,BBPNEU,22,6/22/2021,NUFL BAN,,,,,,,,,3.8,,7/21/2021,43,
13,104936,3.5,B,5/27/2021,Con,6/1/2021,5,6/2/2021,6,CON7,SEV,20,0,A5,0,S,0,2,1,0,1,1,104.7,5,1,THS,1,0,44,38,7/10/2021,PNEUM           ,1,BBPNEU,0,1,5,6/1/2021,ZUPREVO,1,BBDIAR,1,0,11,5,1,5,6/7/2021,SULFA,BBPNEU,16,6/12/2021,NUFL BAN,,,,,,,,,4.4,,7/14/2021,43,
411,502975,2.5,D,6/19/2021,Trt,6/29/2021,10,6/30/2021,11,TRT14,FOUR,,,B4,0,T,0,0,0,0,1,0,102.2,1,0,,0,0,,50,,,1,BBPNEU,0,1,6,6/25/2021,ZUPREVO,1,BBDIAR,1,0,16,5,1,5,7/5/2021,SULFA,BBPNEU,24,7/13/2021,NUFL BAN,,,,,,,,,3.4,9.2,8/10/2021,42,0.138095238
204,502773,2.8,D,6/4/2021,Trt,6/15/2021,11,6/15/2021,11,TRT14,FOUR,,,A1,0,S,0,0,1,0,0,0,103,1,0,,0,0,,50,,,1,BBPNEU,0,1,11,6/15/2021,ZUPREVO,1,BBDIAR,1,0,16,5,1,5,6/20/2021,SULFA,BBPNEU,35,7/9/2021,NUFL BAN,,,,,,,,,4.4,,7/28/2021,43,
417,502998,2.9,D,6/20/2021,Con,6/29/2021,9,6/30/2021,10,CON14,FOUR,,,B4,0,N,0,0,0,0,1,1,103.9,2,0,,0,0,,50,,,1,BBPNEU,0,1,8,6/28/2021,ZUPREVO,1,BBDIAR,1,0,15,5,1,5,7/5/2021,SULFA,BBPNEU,29,7/19/2021,NUFL BAN,,,,,,,,,3.4,11.8,8/10/2021,42,0.2
217,502786,3,D,6/8/2021,Con,6/15/2021,7,6/15/2021,7,CON7,SEV,,,A1,0,S,0,0,1,0,0,0,102,1,0,,0,0,,50,,,1,BBPNEU,0,1,7,6/15/2021,ZUPREVO,1,BBDIAR,1,0,12,5,1,5,6/20/2021,SULFA,BBPNEU,42,7/20/2021,NUFL BAN,,,,,,,,,3.8,10.8,7/28/2021,43,0.162790698
119,502686,3.1,D,5/29/2021,Con,6/8/2021,10,6/9/2021,11,CON14,FOUR,,,A3,0,S,0,0,1,0,0,0,103,1,0,,0,0,,50,,,1,BBPNEU,0,1,9,6/7/2021,ZUPREVO,1,BBDIAR,1,0,16,5,1,5,6/14/2021,SULFA,BBPNEU,43,7/11/2021,NUFL BAN,,,,,,,,,3.8,9.4,7/21/2021,43,0.130232558
488,503062,3.1,D,6/23/2021,Con,7/6/2021,13,7/7/2021,14,CON14,FOUR,,,B6,0,S,0,0,0,0,0,0,102.8,0,0,,0,0,,50,,,1,BBDIAR,1,0,14,7/7/2021,SULFA,1,BBPNEU,0,1,19,5,1,5,7/12/2021,ZUPREVO,,,,,,,,,,,,,5,11.4,8/17/2021,42,0.152380952
153,502721,3.2,D,5/31/2021,Trt,6/8/2021,8,6/9/2021,9,TRT14,FOUR,,,A3,0,A,0,0,1,1,1,0,103.1,3,0,,0,0,,50,,,1,BBPNEU,0,1,9,6/9/2021,ZUPREVO,1,BBDIAR,1,0,14,5,1,5,6/14/2021,SULFA,BBPNEU,29,6/29/2021,NUFL BAN,,,,,,,,,4.4,12.8,7/21/2021,43,0.195348837
390,502983,3.2,D,6/20/2021,Trt,6/29/2021,9,6/30/2021,10,TRT14,FOUR,,,B3,0,N,0,0,0,1,1,1,104,3,0,,0,0,,50,,,1,BBPNEU,0,1,10,6/30/2021,ZUPREVO,1,BBDIAR,1,0,15,5,1,5,7/5/2021,SULFA,BBPNEU,28,7/18/2021,NUFL BAN,,,,,,,,,6,14.2,8/10/2021,42,0.195238095
431,503019,3.3,D,6/21/2021,Trt,6/29/2021,8,6/30/2021,9,TRT14,FOUR,,,B4,0,S,0,0,2,0,0,0,102.7,2,1,RESP,0,0,,50,,,1,BBPNEU,0,1,6,6/27/2021,ZUPREVO,1,BBDIAR,1,0,14,5,1,5,7/5/2021,SULFA,BBPNEU,22,7/13/2021,NUFL BAN,,,,,,,,,4.2,12.2,8/10/2021,42,0.19047619
216,502785,3.3,D,6/7/2021,Trt,6/15/2021,8,6/15/2021,8,TRT14,FOUR,,,A1,0,S,0,0,1,0,0,0,103.3,1,0,,0,0,,50,,,1,BBPNEU,0,1,7,6/14/2021,ZUPREVO,1,BBDIAR,1,0,13,5,1,5,6/20/2021,SULFA,BBPNEU,28,7/5/2021,NUFL BAN,,,,,,,,,5.4,10.6,7/28/2021,43,0.120930233
126,502693,3.4,D,5/29/2021,Trt,6/8/2021,10,6/9/2021,11,TRT14,FOUR,,,A4,0,S,0,1,1,0,0,1,103.6,3,0,,0,0,,50,,,1,BBPNEU,0,1,8,6/6/2021,ZUPREVO,1,BBDIAR,1,0,16,5,1,5,6/14/2021,SULFA,BBPNEU,44,7/12/2021,NUFL BAN,,,,,,,,,5.2,10.6,7/21/2021,43,0.125581395
531,503123,3.6,D,6/29/2021,Trt,7/6/2021,7,7/7/2021,8,TRT14,FOUR,,,B7,0,S,0,0,1,0,0,1,104,2,0,,0,0,,50,,,1,BBPNEU,0,1,4,7/3/2021,ZUPREVO,1,BBDIAR,1,0,13,5,1,5,7/12/2021,SULFA,BBPNEU,20,7/19/2021,NUFL BAN,,,,,,,,,4,11,8/17/2021,42,0.166666667
173,502741,3.6,D,6/2/2021,Trt,6/8/2021,6,6/9/2021,7,TRT7,SEV,,,A3,0,S,0,0,0,0,0,1,103.9,1,0,,0,0,,50,,,1,BBPNEU,0,1,7,6/9/2021,ZUPREVO,1,BBDIAR,1,0,12,5,1,5,6/14/2021,SULFA,BBPNEU,36,7/8/2021,NUFL BAN,,,,,,,,,4.2,7.2,7/21/2021,43,0.069767442
319,502899,3.6,D,6/16/2021,Trt,6/22/2021,6,6/23/2021,7,TRT7,SEV,,,B1,0,S,0,0,0,0,0,0,103.2,0,0,,0,0,,50,,,1,BBPNEU,0,1,5,6/21/2021,ZUPREVO,1,BBDIAR,1,0,12,5,1,5,6/28/2021,SULFA,,,,,,,,,,,,,3.8,11.8,8/3/2021,42,0.19047619
314,502885,3.7,D,6/15/2021,Trt,6/22/2021,7,6/23/2021,8,TRT14,FOUR,,,B1,0,S,0,0,1,0,0,0,102.8,1,0,,0,0,,50,,,1,BBPNEU,0,1,8,6/23/2021,ZUPREVO,1,BBDIAR,1,0,13,5,1,5,6/28/2021,SULFA,,,,,,,,,,,,,5,12.6,8/3/2021,42,0.180952381
120,502687,3.9,D,5/29/2021,Trt,6/8/2021,10,6/9/2021,11,TRT14,FOUR,,,A4,0,S,0,0,0,0,0,0,102.7,0,0,,0,0,,50,,,1,BBPNEU,0,1,8,6/6/2021,ZUPREVO,1,BBDIAR,1,0,16,5,1,5,6/14/2021,SULFA,BBPNEU,27,6/25/2021,NUFL BAN,,,,,,,,,5.6,10,7/21/2021,43,0.102325581
267,502838,4,D,6/12/2021,Con,6/22/2021,10,6/23/2021,11,CON14,FOUR,,,B,0,S,0,0,1,0,0,0,102.8,1,0,,0,0,,50,,,1,BBPNEU,0,1,6,6/18/2021,ZUPREVO,1,BBDIAR,1,0,16,5,1,5,6/28/2021,SULFA,BBPNEU,25,7/7/2021,NUFL BAN,,,,,,,,,6.6,12.6,8/3/2021,42,0.142857143
503,503090,4.1,D,6/25/2021,Con,7/6/2021,11,7/7/2021,12,CON14,FOUR,,,B6,0,A,0,0,0,0,1,1,104.5,2,0,,0,0,,50,,,1,BBPNEU,0,1,6,7/1/2021,ZUPREVO,1,BBDIAR,1,0,17,5,1,5,7/12/2021,SULFA T,BBPNEU,19,7/14/2021,NUFL BAN,,,,,,,,,5.6,12.2,8/17/2021,42,0.157142857
357,502939,2.8,D,6/18/2021,Trt,6/22/2021,4,6/23/2021,5,TRT7,SEV,19,1,B2,0,S,0,0,1,1,1,0,102,3,0,,1,1,12,7,6/30/2021,PNEUM           ,0,,0,0,,,,1,BBPNEU,0,1,10,5,1,5,6/28/2021,ZUPREVO,,,,,,,,,,,,,2.6,,8/3/2021,42,
213,502782,2.5,D,6/7/2021,Con,6/15/2021,8,6/15/2021,8,CON14,FOUR,22,0,A1,0,S,0,0,0,0,1,0,102.5,1,0,,1,1,28,20,7/5/2021,PNEUM           ,0,,0,0,,,,1,BBPNEU,0,1,13,5,1,5,6/20/2021,ZUPREVO,BBPNEU,26,7/3/2021,NUFL BAN,,,,,,,,,3.4,,7/28/2021,43,
25,502526,3.2,D,5/24/2021,Con,6/1/2021,8,6/2/2021,9,CON14,FOUR,23,0,A5,0,A,0,0,1,0,0,0,103.4,1,0,,1,0,48,39,7/11/2021,PNEUM           ,0,,0,0,,,,1,BBPNEU,0,1,14,5,1,5,6/7/2021,ZUPREVO,BBPNEU,27,6/20/2021,NUFL BAN,,,,,,,,,3.6,,7/14/2021,43,
369,502945,2.6,D,6/18/2021,Trt,6/29/2021,11,6/30/2021,12,TRT14,FOUR,,,B3,0,A,0,0,0,0,0,0,102.7,0,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,17,5,1,5,7/5/2021,ZUPREVO,,,,,,,,,,,,,5,11,8/10/2021,42,0.142857143
516,503106,2.7,D,6/27/2021,Con,7/6/2021,9,7/7/2021,10,CON14,FOUR,,,B6,0,S,0,0,1,0,0,1,104.9,2,0,,0,0,,50,,,0,,0,0,,,,1,BBDIAR,1,0,15,5,1,5,7/12/2021,SULFA,,,,,,,,,,,,,3,7.4,8/17/2021,42,0.104761905
272,502843,2.8,D,6/13/2021,Trt,6/22/2021,9,6/23/2021,10,TRT14,FOUR,,,B,0,A,0,0,1,0,1,0,103.1,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,15,5,1,5,6/28/2021,ZUPREVO,BBDIAR,20,7/3/2021,SULFA,BBPNEU,26,7/9/2021,NUFL BAN,,,,,4,10.2,8/3/2021,42,0.147619048
101,502665,2.9,D,5/28/2021,Trt,6/8/2021,11,6/9/2021,12,TRT14,FOUR,,,A4,0,S,0,0,1,0,1,0,103.2,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,17,5,1,5,6/14/2021,ZUPREVO,BBPNEU,44,7/11/2021,NUFL BAN,,,,,,,,,4.8,10.2,7/21/2021,43,0.125581395
453,503035,3,D,6/22/2021,Trt,6/29/2021,7,6/30/2021,8,TRT14,FOUR,,,B5,0,N,0,0,0,0,1,0,103.3,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,13,5,1,5,7/5/2021,ZUPREVO,BBDIAR,18,7/10/2021,SULFA,,,,,,,,,3.6,9.6,8/10/2021,42,0.142857143
343,502921,3.2,D,6/17/2021,Trt,6/22/2021,5,6/23/2021,6,TRT7,SEV,,,B2,0,S,0,0,0,0,0,0,103,0,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,11,5,1,5,6/28/2021,ZUPREVO,,,,,,,,,,,,,3.2,10.6,8/3/2021,42,0.176190476
64,502606,3.5,D,5/27/2021,Con,6/1/2021,5,6/2/2021,6,CON7,SEV,,,A5,0,S,0,0,1,0,0,0,102.9,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,11,5,1,5,6/7/2021,ZUPREVO,BBPNEU,26,6/22/2021,NUFL BAN,,,,,,,,,4,10.2,7/14/2021,43,0.144186047
414,502985,3.5,D,6/20/2021,Trt,6/29/2021,9,6/30/2021,10,TRT14,FOUR,,,B4,0,N,0,0,0,0,1,0,103.5,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,15,5,1,5,7/5/2021,ZUPREVO,BBDIAR,16,7/6/2021,SULFA,,,,,,,,,4.2,11.2,8/10/2021,42,0.166666667
295,502866,3.5,D,6/14/2021,Con,6/22/2021,8,6/23/2021,9,CON14,FOUR,,,B1,0,S,0,0,0,0,0,0,103.1,0,0,,0,0,,50,,,0,,0,0,,,,1,BBDIAR,1,0,14,5,1,5,6/28/2021,SULFA,BBPNEU,32,7/16/2021,ZUPREVO,,,,,,,,,4.2,12,8/3/2021,42,0.185714286
345,502924,3.5,D,6/17/2021,Con,6/22/2021,5,6/23/2021,6,CON7,SEV,,,B2,0,S,0,0,0,0,0,0,103,0,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,11,5,1,5,6/28/2021,ZUPREVO,,,,,,,,,,,,,3.2,9,8/3/2021,42,0.138095238
70,502612,3.6,D,5/27/2021,Con,6/1/2021,5,6/2/2021,6,CON7,SEV,,,A6,0,S,0,0,1,0,0,1,103.7,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU/BBDIAR,1,1,11,5,1,5,6/7/2021,ZUPREVO/SULFA,BBPNEU,33,6/29/2021,NUFL BAN,,,,,,,,,4.2,8.8,7/14/2021,43,0.106976744
395,502989,3.6,D,6/20/2021,Trt,6/29/2021,9,6/30/2021,10,TRT14,FOUR,,,B3,0,N,0,0,0,0,1,0,102.9,1,0,,0,0,,50,,,0,,0,0,,,,1,BBDIAR,1,0,15,5,1,5,7/5/2021,SULFA,BBPNEU,34,7/24/2021,ZUPREVO,,,,,,,,,6.2,12.8,8/10/2021,42,0.157142857
511,503101,3.6,D,6/27/2021,Trt,7/6/2021,9,7/7/2021,10,TRT14,FOUR,,,B6,0,A,0,0,0,0,0,1,104.3,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,15,5,1,5,7/12/2021,ZUPREVO,BBDIAR,15,7/12/2021,SULFA,,,,,,,,,3.2,8.2,8/17/2021,42,0.119047619
539,503131,3.6,D,6/30/2021,Trt,7/6/2021,6,7/7/2021,7,TRT7,SEV,,,B7,0,N,0,0,0,0,0,1,103.9,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,12,5,1,5,7/12/2021,ZUPREVO,BBDIAR,14,7/14/2021,SULFA,,,,,,,,,5,14.6,8/17/2021,42,0.228571429
420,503004,3.7,D,6/20/2021,Con,6/29/2021,9,6/30/2021,10,CON14,FOUR,,,B4,0,A,0,0,1,0,1,0,102.9,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,15,5,1,5,7/5/2021,ZUPREVO,BBDIAR,18,7/8/2021,SULFA,BBPNEU,35,7/25/2021,NUFL BAN,,,,,4.2,10.8,8/10/2021,42,0.157142857
303,502874,3.7,D,6/14/2021,Con,6/22/2021,8,6/23/2021,9,CON14,FOUR,,,B1,0,A,0,0,1,0,0,0,102.6,1,0,,0,0,,50,,,0,,0,0,,,,1,BBDIAR,1,0,14,5,1,5,6/28/2021,SULFA,BBPNEU,25,7/9/2021,ZUPREVO,BBPNEU,38,7/22/2021,NUFL BAN,,,,,5,10.4,8/3/2021,42,0.128571429
302,502873,3.7,D,6/14/2021,Trt,6/22/2021,8,6/23/2021,9,TRT14,FOUR,,,B1,0,S,0,0,0,0,0,0,103,0,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,14,5,1,5,6/28/2021,ZUPREVO,,,,,,,,,,,,,4.8,12,8/3/2021,42,0.171428571
429,503016,3.9,D,6/21/2021,Con,6/29/2021,8,6/30/2021,9,CON14,FOUR,,,B4,0,N,0,0,0,0,0,1,103.6,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,14,5,1,5,7/5/2021,ZUPREVO,BBDIAR,15,7/6/2021,SULFA,BBPNEU,33,7/24/2021,NUFL BAN,,,,,4.4,10.4,8/10/2021,42,0.142857143
315,502886,4.1,D,6/15/2021,Con,6/22/2021,7,6/23/2021,8,CON14,FOUR,,,B1,0,S,0,0,1,0,0,0,102.8,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU/BBDIAR,1,1,13,5,1,5,6/28/2021,ZUPREVO/SULFA,BBPNEU,36,7/21/2021,NUFL BAN,,,,,,,,,5.4,9.2,8/3/2021,42,0.09047619
440,503037,4.1,D,6/22/2021,Trt,6/29/2021,7,6/30/2021,8,TRT14,FOUR,,,B4,0,S,0,0,0,0,1,0,103.1,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,13,5,1,5,7/5/2021,ZUPREVO,BBDIAR,15,7/7/2021,SULFA,BBPNEU,34,7/26/2021,NUFL BAN,,,,,4.2,10.6,8/10/2021,42,0.152380952
